CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TenureDays,PurchaseFreqPerMonth
100163,505,12,12613.07,1051.0891666666666,128,2.8125
100164,18,13,11161.19,858.553076923077,97,4.020618556701031
100165,156,7,6954.94,993.5628571428571,30,7.0
100166,198,13,10196.15,784.3192307692308,236,1.652542372881356
100167,7,58,59001.63,1017.2694827586206,313,5.559105431309904
100168,348,16,11624.17,726.510625,149,3.221476510067114
100169,1,104,95843.68,921.573846153846,595,5.243697478991597
100170,394,21,17436.18,830.2942857142857,203,3.103448275862069
100171,4,33,29251.170000000002,886.399090909091,249,3.975903614457831
100172,1,8,7760.37,970.04625,72,3.3333333333333335
100173,5,52,50060.7,962.7057692307692,491,3.1771894093686353
100174,438,6,5264.29,877.3816666666667,113,1.592920353982301
100175,1,27,25086.11,929.1151851851852,364,2.2252747252747254
100176,44,32,34448.97,1076.5303125,569,1.687170474516696
100177,230,14,8541.0,610.0714285714286,116,3.6206896551724137
100178,215,4,2428.74,607.185,38,3.1578947368421053
100179,513,1,2199.33,2199.33,1,30.0
100180,8,24,24677.98,1028.2491666666667,498,1.4457831325301203
100181,4,58,66881.9,1153.1362068965516,447,3.8926174496644292
100182,93,17,15425.43,907.3782352941176,141,3.6170212765957444
100183,4,15,12198.13,813.2086666666667,168,2.678571428571429
100184,2,48,46985.24,978.8591666666666,260,5.538461538461539
100185,11,13,9779.75,752.2884615384615,140,2.7857142857142856
100186,7,23,29586.4,1286.3652173913044,404,1.7079207920792079
100187,1,34,37715.61,1109.2826470588236,159,6.415094339622642
100188,422,17,16430.51,966.500588235294,132,3.8636363636363633
100189,5,78,68042.01,872.3334615384615,342,6.842105263157895
100190,376,5,2598.94,519.788,94,1.5957446808510638
100191,17,5,2927.58,585.516,52,2.8846153846153846
100192,301,7,7747.049999999999,1106.7214285714285,104,2.019230769230769
100193,7,25,21244.37,849.7747999999999,624,1.2019230769230769
100194,119,10,5685.06,568.5060000000001,90,3.3333333333333335
100195,18,11,11074.48,1006.7709090909091,43,7.674418604651163
100196,9,29,27651.02,953.4834482758621,225,3.8666666666666667
100197,331,11,12073.77,1097.6154545454547,319,1.0344827586206897
100198,19,72,71222.11,989.1959722222223,447,4.832214765100671
100199,54,10,3669.14,366.914,75,4.0
100200,434,24,25127.68,1046.9866666666667,282,2.553191489361702
100201,99,8,7140.5599999999995,892.5699999999999,86,2.7906976744186047
100202,4,91,87199.39,958.2350549450549,519,5.260115606936416
100203,32,24,21690.7,903.7791666666667,425,1.6941176470588235
100204,5,40,38232.9,955.8225,264,4.545454545454545
100205,49,7,6157.23,879.6042857142857,135,1.5555555555555556
100206,147,13,15114.1,1162.623076923077,119,3.277310924369748
100207,9,5,5170.77,1034.154,59,2.5423728813559325
100208,259,31,29818.68,961.8929032258064,305,3.0491803278688527
100209,42,73,69597.08,953.3846575342466,579,3.782383419689119
100210,9,28,28149.24,1005.33,458,1.8340611353711789
100211,236,11,7944.96,722.2690909090909,53,6.226415094339623
100212,233,16,11066.77,691.673125,151,3.178807947019868
100213,371,25,28503.49,1140.1396,358,2.094972067039106
100214,282,2,3258.85,1629.425,140,0.42857142857142855
100215,129,5,4612.22,922.4440000000001,97,1.5463917525773196
100216,220,7,6464.11,923.4442857142857,106,1.9811320754716981
100217,5,90,87695.93000000001,974.3992222222223,677,3.9881831610044314
100218,71,7,2193.66,313.38,72,2.916666666666667
100219,3,15,11676.22,778.4146666666667,277,1.624548736462094
100220,220,24,17735.27,738.9695833333334,224,3.2142857142857144
100221,443,16,12027.3,751.70625,266,1.8045112781954886
100222,230,2,1012.45,506.225,1,60.0
100223,5,77,69444.72,901.8794805194806,443,5.214446952595937
100224,12,25,20958.91,838.3564,177,4.23728813559322
100225,10,21,18345.79,873.6090476190477,128,4.921875
100226,255,1,1113.1499999999999,1113.1499999999999,1,30.0
100227,7,58,51724.49,891.8015517241379,519,3.352601156069364
100228,394,8,6504.85,813.10625,255,0.9411764705882353
100229,4,9,9376.25,1041.8055555555557,76,3.5526315789473686
100230,278,28,33506.09,1196.6460714285713,395,2.126582278481013
100231,3,36,32484.829999999998,902.3563888888889,410,2.6341463414634148
100232,1,49,50876.82,1038.3024489795919,526,2.79467680608365
100233,12,96,97296.06999999999,1013.5007291666666,596,4.832214765100671
100234,323,7,5611.77,801.6814285714287,85,2.4705882352941173
100235,64,7,4434.59,633.5128571428571,19,11.052631578947368
100236,353,13,14103.23,1084.8638461538462,158,2.4683544303797467
100237,356,19,12753.869999999999,671.2563157894737,224,2.544642857142857
100238,7,29,31413.510000000002,1083.2244827586208,462,1.883116883116883
100239,159,12,8661.68,721.8066666666667,160,2.25
100240,344,19,20237.64,1065.138947368421,195,2.923076923076923
100241,74,7,7537.58,1076.797142857143,21,10.0
100242,400,4,2660.8500000000004,665.2125000000001,155,0.7741935483870968
100244,4,23,24622.31,1070.5352173913045,428,1.6121495327102804
100245,11,64,60825.06,950.3915625,345,5.565217391304348
100246,3,24,23772.94,990.5391666666666,500,1.44
100247,13,19,19287.58,1015.1357894736843,504,1.130952380952381
100248,316,11,6956.27,632.3881818181818,208,1.5865384615384615
100249,10,35,27950.95,798.5985714285714,381,2.7559055118110236
100250,2,57,52826.63,926.7829824561403,295,5.796610169491525
100251,13,53,52204.25,984.9858490566038,517,3.0754352030947776
100252,1,122,114893.57,941.7505737704919,654,5.5963302752293576
100253,23,48,45473.31,947.3606249999999,486,2.9629629629629632
100254,2,8,11344.84,1418.105,120,2.0
100255,278,17,20477.52,1204.56,212,2.405660377358491
100256,7,31,30453.61,982.3745161290323,160,5.8125
100257,28,20,15467.94,773.397,534,1.1235955056179774
100258,21,95,84507.14,889.5488421052631,571,4.99124343257443
100259,503,29,28645.65,987.7810344827586,202,4.306930693069307
100260,181,13,11415.49,878.1146153846154,185,2.108108108108108
100261,105,15,15831.63,1055.442,124,3.6290322580645156
100262,12,56,52334.62,934.5467857142858,380,4.421052631578948
100263,430,29,27573.73,950.818275862069,283,3.0742049469964665
100264,6,23,24179.66,1051.2895652173913,105,6.571428571428571
100265,252,5,7313.900000000001,1462.7800000000002,53,2.8301886792452833
100266,1,39,32585.8,835.5333333333333,189,6.190476190476191
100267,1,85,82395.07,969.3537647058824,483,5.279503105590062
100268,368,8,6259.18,782.3975,130,1.8461538461538463
100269,161,18,20306.079999999998,1128.1155555555554,130,4.153846153846154
100271,199,12,15952.130000000001,1329.3441666666668,140,2.571428571428571
100272,205,28,27600.39,985.7282142857142,207,4.057971014492753
100273,161,17,16900.75,994.1617647058823,211,2.4170616113744074
100274,8,97,101835.01,1049.8454639175256,603,4.825870646766169
100275,166,6,6435.7,1072.6166666666666,27,6.666666666666666
100276,1,73,76311.15,1045.3582191780822,319,6.865203761755486
100277,7,14,13758.66,982.7614285714286,296,1.4189189189189189
100278,361,18,18209.94,1011.6633333333333,350,1.542857142857143
100279,3,25,21734.78,869.3911999999999,121,6.198347107438017
100280,314,8,9958.05,1244.75625,78,3.0769230769230766
100281,318,4,2982.09,745.5225,17,7.0588235294117645
100282,136,5,2473.25,494.65,114,1.3157894736842106
100283,107,5,4863.9,972.78,37,4.0540540540540535
100284,59,6,5697.21,949.535,33,5.454545454545454
100285,15,13,14760.06,1135.3892307692308,127,3.0708661417322833
100286,22,19,20905.34,1100.2810526315789,328,1.7378048780487805
100287,124,19,17322.12,911.6905263157894,133,4.285714285714286
100288,5,39,37414.18,959.3379487179487,241,4.854771784232365
100289,5,107,96726.9,903.9897196261682,501,6.407185628742515
100290,4,6,5849.57,974.9283333333333,51,3.5294117647058822
100291,24,27,19371.4,717.4592592592593,381,2.125984251968504
100292,16,6,5477.610000000001,912.9350000000001,116,1.5517241379310345
100293,381,12,9070.1,755.8416666666667,290,1.2413793103448276
100294,9,84,70101.85,834.5458333333333,542,4.649446494464945
100295,3,44,40119.0,911.7954545454545,240,5.5
100296,106,5,4173.09,834.618,126,1.1904761904761905
100297,2,16,14954.43,934.651875,269,1.7843866171003717
100298,305,12,12479.07,1039.9225,204,1.7647058823529411
100299,11,41,39255.36,957.4478048780488,171,7.192982456140351
100300,398,13,12601.23,969.3253846153846,259,1.505791505791506
100301,12,69,65291.97,946.2604347826087,632,3.2753164556962027
100302,59,12,14026.19,1168.8491666666666,90,4.0
100303,2,96,89032.14,927.418125,638,4.514106583072101
100304,3,19,19781.51,1041.1321052631579,118,4.830508474576272
100305,1,45,46011.75,1022.4833333333333,290,4.655172413793104
100306,491,7,8021.9,1145.9857142857143,127,1.6535433070866141
100307,1,36,34689.26,963.5905555555556,238,4.53781512605042
100308,283,15,14352.550000000001,956.8366666666667,101,4.455445544554456
100309,400,34,31685.149999999998,931.9161764705882,275,3.7090909090909094
100310,264,16,20475.25,1279.703125,220,2.181818181818182
100311,461,10,9602.34,960.234,244,1.2295081967213115
100312,13,87,85959.34,988.0383908045976,656,3.9786585365853657
100313,9,76,70229.24,924.0689473684212,493,4.62474645030426
100314,244,19,18266.63,961.4015789473684,345,1.6521739130434783
100315,10,81,65919.67,813.823086419753,488,4.979508196721312
100316,319,22,27609.22,1254.9645454545455,151,4.370860927152318
100317,537,6,4368.29,728.0483333333333,151,1.1920529801324504
100318,3,29,27572.87,950.7886206896551,170,5.117647058823529
100319,1,91,79975.06,878.8468131868132,663,4.117647058823529
100320,19,49,51090.37,1042.660612244898,312,4.711538461538462
100321,3,44,47546.590000000004,1080.6043181818184,592,2.22972972972973
100322,4,33,24310.31,736.6760606060607,363,2.7272727272727275
100323,4,87,80962.97,930.6088505747126,691,3.777134587554269
100324,4,28,25888.71,924.5967857142857,269,3.1226765799256504
100325,1,82,65758.1,801.9280487804879,626,3.9297124600638975
100326,64,6,5174.96,862.4933333333333,28,6.428571428571429
100327,43,28,31321.34,1118.6192857142858,618,1.3592233009708736
100328,167,5,5346.73,1069.346,19,7.894736842105264
100329,17,69,61342.39,889.0201449275362,462,4.48051948051948
100330,432,7,6787.13,969.59,195,1.0769230769230769
100331,36,4,4802.21,1200.5525,93,1.2903225806451613
100332,2,19,16719.97,879.9984210526317,124,4.596774193548387
100333,7,44,38772.7,881.1977272727272,276,4.782608695652175
100334,17,7,7678.54,1096.9342857142858,89,2.359550561797753
100335,15,19,17932.53,943.8173684210526,296,1.9256756756756757
100336,96,1,261.92,261.92,1,30.0
100337,2,57,58477.54,1025.921754385965,415,4.120481927710843
100338,16,42,40241.51,958.1311904761906,286,4.405594405594406
100339,411,21,16176.8,770.3238095238095,194,3.247422680412371
100340,3,22,14946.41,679.3822727272727,304,2.1710526315789473
100341,7,116,104555.52,901.3406896551725,690,5.043478260869565
100342,4,57,54515.91,956.4194736842106,543,3.1491712707182318
100343,5,96,88816.17,925.1684375,600,4.8
100344,471,16,16021.5,1001.34375,181,2.6519337016574585
100345,16,5,6392.81,1278.5620000000001,79,1.89873417721519
100346,55,41,54432.43,1327.6202439024391,522,2.35632183908046
100347,12,10,8438.9,843.89,158,1.89873417721519
100348,24,27,27089.46,1003.3133333333333,207,3.913043478260869
100349,180,21,16521.62,786.7438095238094,167,3.7724550898203595
100350,1,6,8201.970000000001,1366.9950000000001,57,3.1578947368421053
100351,20,40,38879.61,971.9902500000001,296,4.0540540540540535
100352,58,2,2181.89,1090.945,32,1.875
100353,182,1,1636.86,1636.86,1,30.0
100354,11,75,66814.38,890.8584000000001,708,3.1779661016949152
100355,4,14,11224.08,801.72,169,2.485207100591716
100356,191,14,9116.46,651.1757142857142,152,2.763157894736842
100357,395,9,7522.87,835.8744444444444,172,1.569767441860465
100358,15,83,78101.43000000001,940.9810843373494,683,3.6456808199121524
100359,24,21,24163.61,1150.6480952380953,168,3.7500000000000004
100360,17,35,29528.23,843.6637142857143,259,4.054054054054054
100361,58,20,19215.5,960.775,227,2.643171806167401
100362,273,10,10409.02,1040.902,124,2.419354838709677
100363,4,64,65201.67,1018.77609375,529,3.6294896030245747
100364,9,31,32463.67,1047.2151612903226,358,2.5977653631284916
100365,367,16,10008.0,625.5,168,2.857142857142857
100366,192,2,578.86,289.43,4,15.0
100367,3,40,38889.67,972.2417499999999,589,2.037351443123939
100368,1,31,25959.75,837.4112903225806,213,4.366197183098592
100369,1,20,17564.04,878.202,328,1.829268292682927
100370,270,45,34762.32,772.496,318,4.245283018867925
100371,12,11,11625.04,1056.8218181818183,71,4.647887323943662
100372,8,37,42417.81,1146.4272972972972,369,3.0081300813008127
100373,93,10,8151.44,815.144,101,2.9702970297029703
100374,1,13,8693.880000000001,668.7600000000001,148,2.635135135135135
100375,7,27,23790.64,881.1348148148148,594,1.3636363636363635
100376,15,44,44198.21,1004.5047727272727,332,3.9759036144578315
100377,286,47,44908.4,955.4978723404256,349,4.040114613180516
100378,12,36,39352.5,1093.125,327,3.3027522935779814
100379,305,34,30451.4,895.6294117647059,229,4.454148471615721
100380,1,16,14053.2,878.325,153,3.1372549019607847
100381,2,108,95498.27,884.2432407407408,613,5.285481239804241
100382,6,28,23383.27,835.1167857142857,335,2.5074626865671643
100383,8,98,89134.05,909.5311224489797,624,4.711538461538462
100384,88,3,400.04,133.34666666666666,13,6.9230769230769225
100385,126,3,4218.42,1406.14,108,0.8333333333333333
100386,10,28,31752.65,1134.0232142857144,381,2.204724409448819
100387,438,4,3207.3,801.825,82,1.4634146341463414
100388,3,41,40817.73,995.5543902439025,551,2.232304900181488
100389,16,36,39661.73,1101.7147222222222,336,3.2142857142857144
100390,527,7,4623.25,660.4642857142857,134,1.5671641791044775
100391,1,26,22204.0,854.0,514,1.517509727626459
100392,513,16,13797.15,862.321875,168,2.857142857142857
100393,1,11,8034.74,730.430909090909,53,6.226415094339623
100394,1,16,15562.94,972.68375,224,2.142857142857143
100395,283,1,846.5,846.5,1,30.0
100396,2,45,45262.69,1005.8375555555556,257,5.252918287937743
100397,397,31,34554.34,1114.656129032258,231,4.025974025974026
100398,141,3,763.1,254.36666666666667,56,1.6071428571428572
100399,11,20,19462.94,973.1469999999999,175,3.428571428571429
100400,5,39,36080.68,925.145641025641,229,5.109170305676856
100401,199,36,32376.62,899.3505555555555,322,3.3540372670807455
100402,2,79,78563.07,994.4692405063292,492,4.817073170731708
100403,182,16,16923.66,1057.72875,165,2.909090909090909
100404,4,22,19693.41,895.155,94,7.0212765957446805
100405,6,35,29689.600000000002,848.2742857142857,528,1.9886363636363635
100406,25,19,18466.71,971.9321052631578,160,3.5625
100407,193,19,16414.24,863.9073684210528,205,2.780487804878049
100408,140,5,4231.04,846.208,55,2.7272727272727275
100409,5,80,84431.36,1055.392,514,4.669260700389105
100410,379,8,6359.3,794.9125,91,2.6373626373626373
100411,3,45,34464.42,765.876,513,2.631578947368421
100412,9,56,39383.0,703.2678571428571,516,3.255813953488372
100413,2,25,26704.010000000002,1068.1604,615,1.2195121951219512
100414,433,4,3094.8,773.7,88,1.3636363636363638
100415,4,17,16934.73,996.1605882352941,74,6.891891891891891
100416,1,32,37047.04,1157.72,671,1.4307004470938898
100417,295,33,30716.82,930.8127272727272,291,3.4020618556701034
100418,2,80,79523.09,994.0386249999999,514,4.669260700389105
100419,255,29,25796.52,889.5351724137931,285,3.0526315789473686
100420,19,7,4024.7900000000004,574.97,116,1.8103448275862069
100421,3,73,72211.14,989.193698630137,445,4.921348314606742
100422,3,13,11815.99,908.9223076923076,118,3.305084745762712
100423,514,7,6868.08,981.1542857142857,129,1.627906976744186
100424,2,15,15996.18,1066.412,259,1.7374517374517375
100425,358,22,20019.64,909.9836363636364,215,3.069767441860465
100426,96,1,429.94,429.94,1,30.0
100427,308,5,5219.33,1043.866,150,1.0
100428,8,60,53264.28,887.7379999999999,269,6.691449814126394
100429,7,12,15331.42,1277.6183333333333,297,1.2121212121212122
100430,6,84,83650.94,995.8445238095238,494,5.101214574898786
100431,223,15,13687.81,912.5206666666667,127,3.543307086614173
100432,59,10,7184.53,718.453,126,2.380952380952381
100433,291,22,17693.39,804.245,179,3.6871508379888267
100434,2,56,47179.61,842.4930357142857,287,5.853658536585366
100435,24,11,14865.43,1351.4027272727274,241,1.3692946058091287
100436,101,7,6633.47,947.6385714285715,88,2.3863636363636367
100437,6,33,28081.18,850.9448484848485,223,4.439461883408072
100438,199,37,42894.590000000004,1159.3132432432433,227,4.889867841409692
100439,3,71,66828.18,941.2419718309858,543,3.922651933701657
100440,190,10,9904.82,990.482,225,1.3333333333333333
100441,3,90,86423.46,960.2606666666668,557,4.847396768402154
100442,410,9,11793.2,1310.3555555555556,211,1.2796208530805688
100443,211,9,8939.05,993.2277777777776,99,2.7272727272727275
100444,94,9,6851.889999999999,761.321111111111,84,3.2142857142857144
100445,1,87,80094.09,920.621724137931,455,5.736263736263736
100446,132,1,51.64,51.64,1,30.0
100447,89,13,11795.09,907.3146153846154,80,4.875
100448,1,90,85632.23,951.4692222222221,673,4.011887072808321
100449,1,153,146109.32,954.9628758169935,719,6.383866481223922
100450,83,1,410.28,410.28,1,30.0
100451,260,13,10519.64,809.2030769230769,73,5.342465753424658
100452,167,27,33127.79,1226.9551851851852,246,3.2926829268292686
100453,331,18,23159.0,1286.611111111111,154,3.506493506493506
100454,17,56,49966.24,892.2542857142856,571,2.942206654991243
100455,45,15,14776.01,985.0673333333333,520,0.8653846153846154
100456,11,13,12297.63,945.9715384615384,303,1.2871287128712872
100457,5,10,12290.19,1229.019,116,2.586206896551724
100458,12,74,75591.36,1021.5048648648649,501,4.431137724550898
100459,459,15,13882.78,925.5186666666667,114,3.947368421052632
100460,394,11,9319.72,847.2472727272726,91,3.6263736263736264
100461,5,21,14084.369999999999,670.6842857142857,195,3.230769230769231
100462,2,17,15445.39,908.5523529411764,196,2.6020408163265305
100463,2,10,10720.48,1072.048,131,2.290076335877863
100464,20,63,57371.9,910.6650793650794,370,5.108108108108108
100465,32,5,6463.32,1292.664,40,3.75
100466,3,53,48159.63,908.6722641509433,329,4.832826747720365
100467,412,12,12046.35,1003.8625000000001,229,1.5720524017467248
100468,12,60,59766.65,996.1108333333334,330,5.454545454545454
100469,411,11,10630.0,966.3636363636364,216,1.5277777777777777
100470,3,19,16907.95,889.892105263158,112,5.089285714285714
100471,5,53,50622.59,955.1432075471697,662,2.401812688821752
100472,115,16,15157.49,947.343125,160,3.0
100473,222,14,13840.05,988.5749999999999,290,1.4482758620689655
