CustomerID,Recency,Frequency,Monetary,AvgBasketSize,DistinctProducts,TenureDays,AvgOrderValue,PurchaseFreqPerMonth,Churn,ChurnProbability,ChurnRiskTier
100025,0,6,5655.3099999999995,8.571428571428571,13,96,942.5516666666666,1.875,0,0.2566618,Low
100026,83,9,8591.52,7.269230769230769,23,126,954.6133333333333,2.142857142857143,1,0.9307407,High
100027,236,30,25868.63,6.688311688311688,59,136,862.2876666666667,6.61764705882353,1,0.96203387,High
100028,6,6,8603.77,7.125,23,74,1433.9616666666668,2.4324324324324325,1,0.29658422,Low
100029,5,33,32515.82,7.297029702970297,72,152,985.3278787878788,6.5131578947368425,0,0.03813261,Low
100030,25,5,3508.7599999999998,5.3,10,58,701.752,2.586206896551724,0,0.5459316,Medium
100031,3,42,42146.63,7.8559322033898304,75,247,1003.4911904761905,5.101214574898786,0,0.029724838,Low
100032,19,37,38471.65,7.873949579831932,74,372,1039.7743243243244,2.9838709677419355,0,0.09961278,Low
100033,1,17,18456.97,7.803921568627451,42,339,1085.7041176470589,1.5044247787610618,0,0.08759485,Low
100034,5,4,2704.86,7.875,8,34,676.215,3.5294117647058822,0,0.1894193,Low
100035,5,20,19532.63,7.545454545454546,47,293,976.6315000000001,2.04778156996587,0,0.14332291,Low
100037,24,64,58407.52,6.946524064171123,92,367,912.6175,5.231607629427793,0,0.07986276,Low
100038,14,14,15302.34,8.41025641025641,32,236,1093.0242857142857,1.7796610169491527,0,0.33028245,Medium
100039,47,11,9967.34,7.633333333333334,26,138,906.1218181818182,2.3913043478260874,1,0.8160326,High
100040,4,6,6583.93,7.684210526315789,18,34,1097.3216666666667,5.294117647058823,0,0.10882371,Low
100041,46,68,61475.93,7.7650273224043715,97,453,904.0577941176471,4.503311258278146,0,0.22987893,Low
100042,139,2,1297.6200000000001,5.0,6,56,648.8100000000001,1.0714285714285714,1,0.97743464,High
100043,3,31,25047.72,7.038461538461538,58,179,807.9909677419355,5.195530726256983,0,0.04569042,Low
100044,10,17,18875.91,6.959183673469388,43,358,1110.3476470588234,1.4245810055865922,0,0.1386071,Low
100045,4,36,32994.45,7.869565217391305,65,261,916.5124999999999,4.137931034482759,0,0.06132471,Low
100047,27,100,101860.64,7.562289562289562,104,511,1018.6064,5.870841487279843,0,0.0732588,Low
100049,10,40,45005.29,8.223140495867769,76,319,1125.13225,3.761755485893417,0,0.098672695,Low
100050,54,25,23038.78,7.909090909090909,51,191,921.5512,3.9267015706806285,1,0.8263017,High
100052,9,32,32349.54,7.987654320987654,57,282,1010.923125,3.404255319148936,0,0.1304166,Low
100053,6,14,13221.12,7.657894736842105,35,148,944.3657142857144,2.8378378378378377,0,0.21662024,Low
100054,163,16,10204.4,7.0,29,199,637.775,2.4120603015075375,1,0.9769455,High
100055,223,34,29501.52,7.525252525252525,70,258,867.6917647058824,3.9534883720930236,1,0.9768059,High
100056,341,7,7883.84,7.291666666666667,21,48,1126.2628571428572,4.375,1,0.9702969,High
100057,0,20,18601.35,7.796296296296297,41,152,930.0674999999999,3.947368421052632,0,0.095600955,Low
100058,20,50,45842.85,7.384615384615385,82,477,916.857,3.144654088050314,0,0.039342854,Low
100059,4,11,10467.13,7.0,29,68,951.5572727272727,4.852941176470589,0,0.112983316,Low
100060,0,39,36901.97,7.543689320388349,69,282,946.204358974359,4.148936170212766,0,0.049349356,Low
100061,300,5,4214.38,8.533333333333333,15,131,842.876,1.1450381679389314,1,0.97686756,High
100063,0,38,34358.91,7.365384615384615,74,272,904.1818421052633,4.1911764705882355,0,0.0475273,Low
100065,1,30,28158.23,6.9397590361445785,61,402,938.6076666666667,2.2388059701492535,0,0.036372084,Low
100067,1,24,19711.16,7.779411764705882,48,182,821.2983333333333,3.956043956043956,0,0.09376137,Low
100071,243,3,1601.4299999999998,7.333333333333333,6,108,533.81,0.8333333333333333,1,0.9776105,High
100072,7,30,32852.33,8.0,55,322,1095.0776666666668,2.7950310559006213,0,0.13381475,Low
100073,1,76,67411.4,7.646766169154229,101,436,886.9921052631578,5.229357798165138,0,0.020860659,Low
100075,11,20,15395.84,6.857142857142857,45,382,769.792,1.5706806282722514,0,0.12014353,Low
100076,22,41,38346.25,7.145299145299146,74,315,935.2743902439024,3.9047619047619047,1,0.31031328,Medium
100077,19,5,5569.36,9.363636363636363,11,87,1113.8719999999998,1.7241379310344829,0,0.44779748,Medium
100078,13,29,32365.09,7.0344827586206895,64,154,1116.0375862068965,5.649350649350649,0,0.106596984,Low
100079,26,54,57172.1,7.666666666666667,88,469,1058.7425925925925,3.4541577825159915,0,0.052081194,Low
100080,2,22,17575.77,7.285714285714286,45,191,798.8986363636363,3.455497382198953,0,0.11473337,Low
100081,27,6,7079.87,6.521739130434782,21,166,1179.9783333333332,1.0843373493975903,1,0.55845445,Medium
100082,13,12,9945.36,7.413793103448276,25,283,828.7800000000001,1.2720848056537102,0,0.35265326,Medium
100083,0,5,6626.09,8.222222222222221,17,3,1325.218,50.0,0,0.084925964,Low
100084,235,30,35419.04,7.818181818181818,64,220,1180.6346666666666,4.090909090909091,1,0.97519636,High
100085,0,5,4522.8099999999995,6.705882352941177,14,31,904.5619999999999,4.838709677419354,0,0.09753723,Low
100086,10,22,24304.49,8.333333333333334,43,166,1104.7495454545456,3.9759036144578315,0,0.1493995,Low
100087,44,9,7568.37,6.962962962962963,25,53,840.93,5.09433962264151,1,0.6496196,High
100088,5,17,18371.33,8.755102040816327,41,65,1080.6664705882354,7.846153846153847,0,0.065461084,Low
100089,287,5,2828.14,7.153846153846154,12,215,565.6279999999999,0.6976744186046512,1,0.9785751,High
100090,117,7,8209.4,8.75,18,47,1172.7714285714285,4.468085106382979,1,0.96720546,High
100091,144,4,3549.51,5.846153846153846,13,89,887.3775,1.348314606741573,1,0.97743464,High
100092,11,14,9344.47,5.9375,26,89,667.4621428571428,4.719101123595506,0,0.16593638,Low
100093,1,32,33909.020000000004,7.6923076923076925,65,372,1059.6568750000001,2.5806451612903225,0,0.044699315,Low
100094,12,33,29441.34,7.56989247311828,62,243,892.1618181818181,4.074074074074074,0,0.14792539,Low
100095,2,21,18474.21,7.211538461538462,43,193,879.7242857142857,3.2642487046632125,1,0.12806351,Low
100096,16,74,57895.82,7.027322404371585,92,407,782.3759459459459,5.454545454545455,0,0.032695007,Low
100097,144,15,10544.19,7.138888888888889,33,291,702.946,1.5463917525773196,1,0.97649187,High
100099,3,44,34936.12,6.814814814814815,74,442,794.0027272727274,2.986425339366516,0,0.028669138,Low
100100,278,8,5112.44,6.45,20,172,639.055,1.3953488372093024,1,0.9776105,High
100104,257,6,5058.9800000000005,7.461538461538462,13,184,843.1633333333334,0.9782608695652173,1,0.9776105,High
100105,160,10,10456.74,7.724137931034483,26,299,1045.674,1.0033444816053512,1,0.9744153,High
100106,337,5,4733.24,7.666666666666667,12,117,946.6479999999999,1.2820512820512822,1,0.9776105,High
100108,9,25,22937.14,7.625,54,259,917.4856,2.8957528957528957,1,0.17479567,Low
100109,1,100,92478.11,7.554794520547945,109,494,924.7811,6.072874493927126,0,0.020860659,Low
100111,6,28,22643.489999999998,7.864864864864865,53,311,808.6960714285714,2.70096463022508,0,0.1204841,Low
100112,246,20,19540.52,7.238095238095238,48,203,977.0260000000001,2.955665024630542,1,0.9768059,High
100116,0,2,2490.42,7.142857142857143,7,21,1245.21,2.857142857142857,0,0.1961471,Low
100117,2,45,50796.28,8.11111111111111,79,229,1128.8062222222222,5.895196506550218,0,0.025473813,Low
100118,7,5,4466.79,9.416666666666666,11,82,893.358,1.829268292682927,0,0.3253142,Medium
100119,1,13,11191.57,7.5,30,68,860.89,5.735294117647059,0,0.068328366,Low
100120,16,13,12147.02,7.285714285714286,33,226,934.3861538461539,1.7256637168141593,0,0.37045616,Medium
100121,12,35,35096.12,7.851485148514851,63,264,1002.7462857142858,3.977272727272727,0,0.15129168,Low
100122,252,4,4595.04,7.8,14,97,1148.76,1.2371134020618557,1,0.9769573,High
100124,13,7,7332.41,7.619047619047619,17,53,1047.4871428571428,3.9622641509433962,0,0.26221535,Low
100125,0,63,56689.09,6.71978021978022,96,334,899.8268253968254,5.658682634730539,0,0.023241699,Low
100126,5,50,45142.18,7.634328358208955,79,511,902.8436,2.9354207436399213,0,0.026780602,Low
100127,13,25,23062.829999999998,7.52112676056338,57,378,922.5131999999999,1.9841269841269842,0,0.124052756,Low
100128,3,16,12574.39,8.421052631578947,33,94,785.899375,5.1063829787234045,0,0.08373754,Low
100129,10,47,43628.38,7.125,80,432,928.2634042553191,3.263888888888889,0,0.030559545,Low
100130,22,10,9047.91,7.064516129032258,26,91,904.7909999999999,3.296703296703297,0,0.45691428,Medium
100131,8,27,25308.81,7.625,51,116,937.3633333333333,6.982758620689655,0,0.07256683,Low
100133,54,4,4483.49,8.666666666666666,8,118,1120.8725,1.0169491525423728,0,0.7712575,High
100134,1,35,32043.88,7.680412371134021,67,278,915.5394285714286,3.7769784172661867,0,0.054434087,Low
100136,14,20,14475.18,6.911111111111111,36,106,723.759,5.660377358490567,0,0.16048229,Low
100137,213,6,5650.27,8.4,13,211,941.7116666666667,0.8530805687203792,1,0.97722715,High
100138,0,13,12841.66,8.0,29,122,987.8199999999999,3.19672131147541,0,0.18005995,Low
100139,4,1,58.10000000000001,14.0,1,1,58.10000000000001,30.0,0,0.10482898,Low
100140,30,29,21076.79,8.014925373134329,54,170,726.7858620689656,5.117647058823529,0,0.39166465,Medium
100143,1,4,2678.88,5.416666666666667,12,29,669.72,4.137931034482759,1,0.1550971,Low
100145,284,10,11190.22,7.909090909090909,30,172,1119.022,1.744186046511628,1,0.9771802,High
100146,23,24,16612.82,7.1525423728813555,48,153,692.2008333333333,4.705882352941177,0,0.27373862,Low
100147,263,10,6636.03,7.7894736842105265,18,165,663.603,1.8181818181818181,1,0.9771802,High
100149,5,81,66117.43000000001,7.7207207207207205,106,481,816.2645679012346,5.0519750519750515,0,0.022709161,Low
100150,17,14,12532.59,8.363636363636363,27,124,895.1850000000001,3.387096774193548,0,0.3498992,Medium
100151,44,21,24087.53,7.969230769230769,50,264,1147.0252380952381,2.3863636363636362,1,0.71728426,High
100152,319,5,4339.639999999999,8.0,9,125,867.9279999999999,1.2,1,0.9776105,High
100153,16,2,1767.93,8.333333333333334,6,4,883.965,15.0,0,0.15048751,Low
100154,0,1,158.52,6.0,1,1,158.52,30.0,0,0.10923455,Low
100155,25,30,30380.31,7.271739130434782,61,402,1012.677,2.2388059701492535,0,0.07854002,Low
100156,293,28,23547.64,7.9,56,237,840.9871428571429,3.5443037974683542,1,0.9768059,High
100157,139,11,9862.550000000001,8.035714285714286,25,87,896.5954545454547,3.793103448275862,1,0.97686064,High
100158,123,34,32744.05,7.732673267326732,67,377,963.060294117647,2.7055702917771884,1,0.970411,High
100159,3,52,46480.19,6.951807228915663,89,495,893.8498076923078,3.1515151515151514,0,0.025086656,Low
100160,30,25,18138.43,6.4,44,224,725.5372,3.3482142857142856,1,0.5500215,Medium
100161,8,14,11540.64,7.641025641025641,31,77,824.3314285714285,5.454545454545454,0,0.1231333,Low
100162,7,43,39454.9,7.052173913043478,73,377,917.5558139534884,3.4217506631299734,0,0.06009978,Low
100163,320,12,12613.07,8.413793103448276,28,128,1051.0891666666666,2.8125,1,0.97640914,High
100165,0,2,3334.5899999999997,8.444444444444445,9,2,1667.2949999999998,30.0,0,0.084925964,Low
100166,13,13,10196.15,6.382352941176471,33,236,784.3192307692308,1.652542372881356,1,0.3630416,Medium
100167,2,25,26866.03,7.581081081081081,55,133,1074.6412,5.639097744360902,0,0.042268492,Low
100168,163,16,11624.17,7.439024390243903,34,149,726.510625,3.221476510067114,1,0.9769455,High
100169,7,74,67018.17,7.650485436893204,98,404,905.650945945946,5.495049504950495,0,0.023520164,Low
100170,209,21,17436.18,7.450980392156863,44,203,830.2942857142857,3.103448275862069,1,0.9768059,High
100171,12,7,5388.9400000000005,7.714285714285714,21,56,769.8485714285715,3.75,0,0.25580338,Low
100173,15,22,15345.05,6.84,44,295,697.5022727272727,2.23728813559322,0,0.3140513,Medium
100174,253,6,5264.29,8.428571428571429,14,113,877.3816666666667,1.592920353982301,1,0.97678965,High
100175,23,10,9926.43,7.03125,28,157,992.643,1.910828025477707,0,0.5267852,Medium
100176,9,22,22500.5,8.292307692307693,48,419,1022.75,1.5751789976133652,0,0.057739366,Low
100177,46,14,8541.0,6.964285714285714,26,116,610.0714285714286,3.6206896551724137,1,0.82638294,High
100178,30,4,2428.74,8.166666666666666,11,38,607.185,3.1578947368421053,1,0.57143223,Medium
100179,328,1,2199.33,7.6,5,1,2199.33,30.0,1,0.9343511,High
100180,39,20,19269.94,7.46969696969697,48,282,963.497,2.127659574468085,0,0.6273244,High
100181,0,37,43234.9,7.810344827586207,79,266,1168.5108108108109,4.172932330827067,0,0.044540115,Low
100182,15,5,6748.11,9.0625,16,33,1349.6219999999998,4.545454545454545,0,0.172716,Low
100184,12,17,13773.82,7.2444444444444445,37,65,810.224705882353,7.846153846153847,0,0.1498214,Low
100186,128,11,14152.08,7.416666666666667,32,99,1286.5527272727272,3.3333333333333335,0,0.96960527,High
100188,237,17,16430.51,7.904761904761905,35,132,966.500588235294,3.8636363636363633,1,0.9768059,High
100189,1,39,33935.54,7.303571428571429,79,162,870.1420512820513,7.222222222222221,0,0.02495054,Low
100190,191,5,2598.94,6.928571428571429,13,94,519.788,1.5957446808510638,1,0.97709614,High
100192,116,7,7747.05,7.35,17,104,1106.7214285714285,2.019230769230769,1,0.977233,High
100193,1,19,16522.93,7.6875,40,446,869.6278947368421,1.2780269058295963,0,0.0659196,Low
100194,1,4,1264.81,6.142857142857143,7,23,316.2025,5.217391304347826,0,0.123218134,Low
100196,6,8,9747.88,7.481481481481482,24,43,1218.485,5.5813953488372094,0,0.09804748,Low
100197,146,11,12073.77,6.2368421052631575,31,319,1097.6154545454547,1.0344827586206897,1,0.9740932,High
100198,0,40,38406.15,7.653225806451613,74,281,960.1537500000001,4.270462633451957,0,0.043331493,Low
100200,249,24,25127.68,7.833333333333333,41,282,1046.9866666666667,2.553191489361702,1,0.9760507,High
100201,0,1,1249.83,11.25,4,1,1249.83,30.0,0,0.09580731,Low
100202,3,58,59772.2,7.033149171270718,96,335,1030.5551724137931,5.1940298507462686,0,0.023241699,Low
100203,2,14,12512.34,7.212121212121212,28,271,893.7385714285714,1.5498154981549817,0,0.17046899,Low
100204,1,13,10641.41,7.84375,31,82,818.5699999999999,4.7560975609756095,0,0.08180924,Low
100205,0,1,2377.43,7.5,4,1,2377.43,30.0,0,0.08252411,Low
100206,8,7,7832.13,7.6,19,74,1118.8757142857144,2.8378378378378377,0,0.31998518,Medium
100208,74,31,29818.68,7.358695652173913,65,305,961.8929032258064,3.0491803278688527,1,0.92449576,High
100209,0,50,45460.82,7.612403100775194,83,435,909.2164,3.4482758620689653,0,0.022261087,Low
100210,3,17,20021.36,8.69811320754717,45,279,1177.7270588235294,1.8279569892473118,0,0.13813016,Low
100211,51,11,7944.96,5.846153846153846,22,53,722.2690909090909,6.226415094339623,1,0.7719265,High
100212,48,16,11066.77,7.225,34,151,691.673125,3.178807947019868,1,0.82908356,High
100213,186,25,28503.49,8.357142857142858,55,358,1140.1396,2.094972067039106,1,0.9694923,High
100214,97,2,3258.85,6.888888888888889,9,140,1629.425,0.42857142857142855,1,0.9654368,High
100215,12,3,3559.58,9.857142857142858,7,29,1186.5266666666666,3.103448275862069,0,0.36290258,Medium
100216,35,7,6464.11,6.64,23,106,923.4442857142857,1.9811320754716981,1,0.6361409,High
100217,7,65,62157.6,7.609195402298851,93,490,956.2707692307692,3.979591836734694,0,0.0242648,Low
100219,33,8,5865.43,8.142857142857142,18,63,733.17875,3.8095238095238093,0,0.5228322,Medium
100220,36,24,17735.27,7.466666666666667,48,224,738.9695833333334,3.2142857142857144,1,0.63732463,High
100221,259,16,12027.300000000001,7.404761904761905,36,266,751.7062500000001,1.8045112781954886,1,0.97689205,High
100222,45,2,1012.45,6.6,4,1,506.225,60.0,1,0.54858786,Medium
100223,1,42,37885.56,7.614035087719298,72,262,902.0371428571428,4.809160305343512,0,0.035083424,Low
100224,5,1,119.12,4.5,2,1,119.12,30.0,0,0.12035196,Low
100226,70,1,1113.1499999999999,8.0,4,1,1113.1499999999999,30.0,1,0.733727,High
100227,2,36,34970.42,7.216981132075472,71,339,971.4005555555555,3.1858407079646014,0,0.045060754,Low
100228,209,8,6504.85,6.7368421052631575,16,255,813.10625,0.9411764705882353,1,0.9776105,High
100230,93,28,33506.09,7.118279569892473,67,395,1196.6460714285713,2.126582278481013,1,0.95360404,High
100231,12,20,19754.17,7.333333333333333,47,216,987.7085,2.7777777777777777,0,0.2985547,Low
100232,5,40,44898.56,7.43801652892562,75,337,1122.464,3.560830860534125,0,0.049375616,Low
100233,0,69,72951.87,7.890625,102,422,1057.2734782608695,4.9052132701421804,0,0.02118541,Low
100234,138,7,5611.7699999999995,7.052631578947368,17,85,801.6814285714285,2.4705882352941173,1,0.97714907,High
100236,168,13,14103.23,8.175,32,158,1084.8638461538462,2.4683544303797467,1,0.9767097,High
100237,171,19,12753.869999999999,7.906976744186046,35,224,671.2563157894737,2.544642857142857,1,0.9767097,High
100238,2,19,21528.19,8.0,43,282,1133.0626315789473,2.021276595744681,0,0.12322745,Low
100239,33,7,6987.349999999999,7.5,16,102,998.1928571428571,2.058823529411765,0,0.56370467,Medium
100240,159,19,20237.64,7.8,46,195,1065.138947368421,2.923076923076923,1,0.9767097,High
100242,215,4,2660.8500000000004,6.5,8,155,665.2125000000001,0.7741935483870968,1,0.9785751,High
100244,55,14,12400.64,5.9772727272727275,35,191,885.76,2.198952879581152,0,0.818351,High
100245,3,37,33496.37,7.3431372549019605,71,168,905.3072972972974,6.607142857142858,0,0.03223372,Low
100246,3,17,20535.57,8.571428571428571,43,315,1207.974705882353,1.619047619047619,0,0.1308362,Low
100247,47,13,12691.48,9.1875,26,285,976.2676923076923,1.368421052631579,0,0.6897164,High
100248,131,11,6956.27,8.0,17,208,632.3881818181818,1.5865384615384615,1,0.97679615,High
100249,5,20,15180.87,6.745454545454545,47,201,759.0435,2.9850746268656714,0,0.17730448,Low
100250,1,22,22553.38,7.807017543859649,41,111,1025.1536363636365,5.945945945945946,0,0.049984645,Low
100251,0,34,33576.09,8.053763440860216,68,345,987.5320588235293,2.9565217391304346,0,0.04440432,Low
100252,3,85,83368.07,7.529644268774703,107,466,980.8008235294119,5.472103004291846,0,0.020860659,Low
100253,5,30,27093.95,7.186046511627907,58,319,903.1316666666667,2.8213166144200628,0,0.09738937,Low
100255,93,17,20477.52,8.10204081632653,39,212,1204.56,2.405660377358491,1,0.96617883,High
100257,18,13,11347.94,6.647058823529412,33,360,872.9184615384615,1.0833333333333333,0,0.17426157,Low
100258,6,59,53556.659999999996,7.333333333333333,84,402,907.7399999999999,4.402985074626866,0,0.02338978,Low
100259,319,29,28645.65,7.5,64,202,987.7810344827586,4.306930693069307,1,0.9711717,High
100260,3,12,9386.69,6.5,27,178,782.2241666666667,2.0224719101123596,0,0.21135998,Low
100261,11,7,8676.68,8.434782608695652,23,33,1239.5257142857142,6.363636363636363,0,0.12413861,Low
100262,5,30,28102.1,6.666666666666667,64,202,936.7366666666666,4.455445544554456,0,0.049797904,Low
100263,245,29,27573.73,7.451219512195122,62,283,950.818275862069,3.0742049469964665,1,0.9760507,High
100265,67,5,7313.900000000001,9.142857142857142,19,53,1462.7800000000002,2.8301886792452833,1,0.81253785,High
100266,5,1,715.0400000000001,6.5,2,1,715.0400000000001,30.0,0,0.10164871,Low
100267,8,47,39519.56,7.737704918032787,79,290,840.8417021276596,4.862068965517242,0,0.04170378,Low
100268,183,8,6259.18,7.409090909090909,20,130,782.3975,1.8461538461538463,1,0.9771802,High
100269,2,15,16258.85,9.119047619047619,34,104,1083.9233333333334,4.326923076923077,0,0.07598458,Low
100271,14,12,15952.13,8.256410256410257,36,140,1329.3441666666665,2.571428571428571,1,0.37555707,Medium
100272,20,28,27600.39,7.234567901234568,61,207,985.7282142857142,4.057971014492753,1,0.26877743,Low
100273,27,15,14859.42,8.297297297297296,33,160,990.628,2.8125,0,0.54038936,Medium
100274,11,67,72587.6,7.62621359223301,99,415,1083.3970149253732,4.843373493975903,0,0.028258614,Low
100275,7,2,2623.7000000000003,9.375,8,1,1311.8500000000001,60.0,0,0.11243577,Low
100276,1,28,28431.15,7.304878048780488,61,134,1015.3982142857143,6.26865671641791,0,0.036810298,Low
100277,17,8,9119.3,8.318181818181818,20,101,1139.9125,2.376237623762376,0,0.45198283,Medium
100278,177,18,18209.94,6.571428571428571,54,350,1011.6633333333333,1.542857142857143,1,0.9702206,High
100280,129,8,9958.05,8.291666666666666,23,78,1244.75625,3.0769230769230766,1,0.9752465,High
100281,133,4,2982.09,7.222222222222222,9,17,745.5225,7.0588235294117645,1,0.9632417,High
100282,44,3,1884.63,9.666666666666666,3,22,628.21,4.090909090909091,0,0.5030537,Medium
100286,15,5,5474.530000000001,8.384615384615385,13,149,1094.9060000000002,1.006711409395973,0,0.4235325,Medium
100287,0,9,10226.68,7.103448275862069,27,72,1136.2977777777778,3.75,0,0.1425513,Low
100288,5,13,13695.779999999999,7.184210526315789,32,56,1053.5215384615383,6.964285714285714,0,0.073470585,Low
100289,1,64,59872.57,7.5083798882681565,103,321,935.50890625,5.981308411214954,0,0.024381055,Low
100291,0,20,14500.68,7.130434782608695,35,220,725.034,2.7272727272727275,0,0.16024303,Low
100293,196,12,9070.1,7.222222222222222,27,290,755.8416666666667,1.2413793103448276,1,0.9765891,High
100294,4,54,43734.66,7.108695652173913,83,363,809.9011111111112,4.462809917355372,0,0.029728465,Low
100295,22,12,11271.51,6.657894736842105,32,36,939.2925,10.0,0,0.22158654,Low
100296,38,2,2189.39,7.5,3,10,1094.695,6.0,0,0.3720315,Medium
100297,13,5,5573.2699999999995,8.166666666666666,11,73,1114.654,2.0547945205479454,0,0.41284624,Medium
100298,120,12,12479.07,7.65625,29,204,1039.9225,1.7647058823529411,1,0.9765588,High
100300,213,13,12601.23,9.17142857142857,30,259,969.3253846153846,1.505791505791506,1,0.97633606,High
100301,1,56,55032.7,7.52258064516129,93,458,982.7267857142857,3.6681222707423577,0,0.022261087,Low
100303,3,65,61674.28,7.201086956521739,95,452,948.8350769230769,4.314159292035399,0,0.02173084,Low
100305,10,19,22203.94,7.893939393939394,48,96,1168.6284210526314,5.9375,0,0.09661455,Low
100306,306,7,8021.9,7.6521739130434785,23,127,1145.9857142857143,1.6535433070866141,1,0.9769695,High
100307,14,9,10587.62,8.5,21,40,1176.4022222222222,6.75,0,0.15093338,Low
100308,99,15,14352.550000000001,6.775,33,101,956.8366666666667,4.455445544554456,1,0.96583444,High
100309,215,34,31685.149999999998,7.942528735632184,56,275,931.9161764705882,3.7090909090909094,1,0.9764613,High
100310,79,16,20475.25,8.09433962264151,46,220,1279.703125,2.181818181818182,1,0.9037127,High
100311,276,10,9602.34,6.607142857142857,26,244,960.234,1.2295081967213115,1,0.9776105,High
100312,0,60,60119.82,7.286516853932584,95,484,1001.997,3.71900826446281,0,0.022338992,Low
100313,0,50,50002.2,8.035460992907801,84,317,1000.044,4.73186119873817,0,0.026061444,Low
100314,59,19,18266.63,7.96078431372549,42,345,961.4015789473684,1.6521739130434783,1,0.79603463,High
100315,10,57,48938.42,7.347517730496454,80,303,858.5687719298245,5.643564356435644,0,0.04924842,Low
100316,134,22,27609.22,8.295081967213115,43,151,1254.9645454545455,4.370860927152318,1,0.9698401,High
100317,352,6,4368.29,8.333333333333334,15,151,728.0483333333333,1.1920529801324504,1,0.9776105,High
100319,4,71,60387.520000000004,7.4136125654450264,96,475,850.5284507042254,4.484210526315789,0,0.02318562,Low
100320,9,19,17159.79,7.74468085106383,37,137,903.1468421052632,4.160583941605839,0,0.16696844,Low
100321,0,32,33659.55,7.5476190476190474,65,410,1051.8609375,2.3414634146341466,0,0.030783221,Low
100322,21,19,14663.55,6.622222222222222,35,161,771.7657894736842,3.5403726708074537,0,0.3620457,Medium
100323,4,65,61525.31,7.605405405405405,96,506,946.5432307692307,3.8537549407114624,0,0.023385998,Low
100324,3,11,9760.29,6.363636363636363,31,86,887.299090909091,3.8372093023255816,0,0.1386782,Low
100325,4,60,46427.29,7.177631578947368,84,439,773.7881666666667,4.100227790432802,0,0.025105935,Low
100327,29,20,22960.79,8.03448275862069,51,447,1148.0395,1.342281879194631,0,0.08593202,Low
100328,0,3,4277.28,8.818181818181818,11,2,1425.76,45.0,0,0.08368795,Low
100329,0,41,37476.08,7.101694915254237,74,294,914.0507317073171,4.183673469387755,0,0.0463764,Low
100330,247,7,6787.13,7.277777777777778,18,195,969.59,1.0769230769230769,1,0.9776105,High
100333,3,12,12114.89,8.533333333333333,27,95,1009.5741666666667,3.7894736842105265,0,0.115705065,Low
100335,24,7,9377.85,8.095238095238095,19,102,1339.6928571428573,2.058823529411765,0,0.51747257,Medium
100337,16,35,32857.11,7.588235294117647,63,217,938.7745714285714,4.838709677419355,0,0.11854198,Low
100338,1,21,21208.87,7.066666666666666,48,116,1009.9461904761904,5.431034482758621,0,0.050529577,Low
100339,226,21,16176.8,7.346938775510204,40,194,770.3238095238095,3.247422680412371,1,0.9768059,High
100340,3,11,7306.26,7.416666666666667,20,119,664.2054545454546,2.773109243697479,0,0.2550747,Low
100341,6,80,68898.68,7.208955223880597,99,507,861.2334999999999,4.733727810650888,0,0.022152755,Low
100342,4,36,32828.22,8.551020408163266,64,358,911.895,3.016759776536313,0,0.05545177,Low
100343,1,66,58280.06,7.6,98,419,883.0312121212121,4.725536992840095,0,0.022650661,Low
100344,286,16,16021.5,8.256410256410257,36,181,1001.34375,2.6519337016574585,1,0.9768059,High
