Date,Revenue,Orders,UnitsSold,Revenue_lag1,Revenue_lag7,Revenue_lag14,Revenue_lag30,Revenue_roll7_mean,Revenue_roll7_std,Revenue_roll14_mean,Revenue_roll14_std,Revenue_roll30_mean,Revenue_roll30_std,DayOfWeek,IsWeekend,Month,Revenue_diff1
2023-02-27,55360.79,55,1223,29801.8,36826.03,29880.64,29010.82,38750.34285714286,8990.10913577198,35315.81857142857,7752.661620674179,29777.031,8860.543554218473,0,0,2,25558.99
2023-02-28,30812.71,40,778,55360.79,40500.81,27020.14,12412.86,37366.328571428574,9411.56898887116,35586.716428571424,7502.723676825211,30390.359333333337,8231.647879079757,1,0,2,-24548.08
2023-03-01,36334.34,41,845,30812.71,33786.55,33132.99,23045.71,37730.29857142857,9298.643733169618,35815.38428571429,7470.904255814627,30833.31366666667,8180.1727353886945,2,0,3,5521.629999999997
2023-03-02,36540.04,34,815,36334.34,31067.11,28906.49,21942.36,38512.14571428572,8864.990040447248,36360.63785714286,7201.588609183773,31319.903,8066.4399411568675,3,0,3,205.70000000000437
2023-03-03,47445.13,52,1073,36540.04,44667.79,26007.59,20396.28,38908.90857142857,9240.604208476554,37891.89071428571,7109.427609788438,32221.531333333336,8311.324935282788,4,0,3,10905.089999999997
2023-03-04,52018.96,49,1139,47445.13,36067.55,37879.67,11789.97,41187.68142857143,10326.205229201156,38901.84,8049.679705172195,33562.49766666667,8144.829765363401,5,1,3,4573.830000000002
2023-03-05,37076.62,41,832,52018.96,29801.8,33396.15,25553.62,42226.94142857142,9304.88390886105,39164.73071428571,7915.013523052189,33946.59766666667,8024.940122861245,6,1,3,-14942.339999999997
2023-03-06,51686.63,49,1128,37076.62,55360.79,36826.03,26888.45,41702.061428571425,8510.233289151438,40226.20214285714,8548.373872760516,34773.20366666667,8533.874144712332,0,0,3,14610.009999999995
2023-03-07,40779.7,46,892,51686.63,30812.71,40500.81,24578.41,43125.91714285714,7101.943914860504,40246.12285714286,8549.387926832405,35313.246666666666,8377.675623359792,1,0,3,-10906.93
2023-03-08,49268.81,56,1052,40779.7,36334.34,33786.55,34897.88,44973.69857142858,6712.366489441803,41351.99857142857,8650.290290593477,35792.27766666667,8755.44975935863,2,0,3,8489.11
2023-03-09,51413.74,45,1091,49268.81,36540.04,31067.11,29814.79,47098.51285714285,5903.090571787303,42805.32928571429,8497.271565660112,36512.242666666665,9127.125832224983,3,0,3,2144.9300000000003
2023-03-10,46810.06,47,1001,51413.74,47445.13,44667.79,31321.42,47007.788571428566,5901.755602181548,42958.34857142857,8552.50036468852,37028.53066666667,9260.468737049734,4,0,3,-4603.68
2023-03-11,35252.55,34,698,46810.06,52018.96,36067.55,20462.72,44612.58714285714,6854.428990659312,42900.13428571429,8605.62067833726,37521.525,8726.434034053545,5,1,3,-11557.509999999995
2023-03-12,37034.93,39,857,35252.55,37076.62,29801.8,24829.29,44606.63142857143,6862.082038646481,43416.78642857143,7950.976923581899,37928.37966666667,8392.41632496596,6,1,3,1782.3799999999974
2023-03-13,46651.34,51,1105,37034.93,51686.63,55360.79,35634.79,43887.30428571429,6231.124190066263,42794.68285714286,7254.809428941067,38295.598,8528.513848914938,0,0,3,9616.409999999996
2023-03-14,44152.38,53,1016,46651.34,40779.7,30812.71,25440.28,44369.11571428571,6079.329965834689,43747.51642857143,6383.78089456707,38919.33466666667,8235.126984966018,1,0,3,-2498.959999999999
2023-03-15,45818.38,49,1084,44152.38,49268.81,36334.34,29880.64,43876.19714285714,5746.623629734609,44424.947857142855,6030.0087066682145,39450.59266666666,8145.516961757701,2,0,3,1666.0
2023-03-16,38198.6,48,844,45818.38,51413.74,36540.04,27020.14,41988.32,4976.84798338939,44543.41642857143,5877.546672399933,39823.208,7805.877575957578,3,0,3,-7619.779999999999
2023-03-17,39183.89,51,897,38198.6,46810.06,47445.13,33132.99,40898.86714285715,4562.9192665870005,43953.32785714285,5977.663114907469,40024.90466666666,7704.564883888866,4,0,3,985.2900000000009
2023-03-18,56077.38,56,1329,39183.89,35252.55,52018.96,28906.49,43873.84285714285,6601.44409924759,44243.215,6476.48804890988,40930.601,7945.728684781169,5,1,3,16893.489999999998
2023-03-19,36746.47,45,851,56077.38,37034.93,37076.62,26007.59,43832.63428571429,6651.957267421039,44219.63285714285,6505.128053350137,41288.56366666666,7478.405930156279,6,1,3,-19330.909999999996
2023-03-20,46079.23,60,1132,36746.47,46651.34,51686.63,37879.67,43750.904285714285,6614.964660714038,43819.10428571428,6174.221309775619,41561.882333333335,7499.33086097765,0,0,3,9332.760000000002
2023-03-21,50531.27,50,1007,46079.23,44152.38,40779.7,33396.15,44662.17428571428,7101.0073247271675,44515.645,6352.443132660683,42133.053,7508.483914584005,1,0,3,4452.039999999994
2023-03-22,51865.55,51,1199,50531.27,45818.38,49268.81,36826.03,45526.055714285714,7614.389911257645,44701.12642857143,6537.129561470761,42634.37033333334,7642.801487726197,2,0,3,1334.280000000006
2023-03-23,57506.16,56,1313,51865.55,38198.6,51413.74,40500.81,48284.27857142857,8004.689671978624,45136.29928571428,7188.673065383888,43201.21533333333,8096.271328712338,3,0,3,5640.610000000001
2023-03-24,64814.49,61,1372,57506.16,39183.89,46810.06,33786.55,51945.79285714286,8953.903712338211,46422.33,8914.451234754428,44235.48,8803.105427518978,4,0,3,7308.3299999999945
2023-03-25,51460.32,56,1192,64814.49,56077.38,35252.55,31067.11,51286.212857142855,8766.933151337704,47580.02785714286,8389.234805172946,44915.25366666667,8534.463333438352,5,1,3,-13354.169999999998
2023-03-26,44208.18,52,1061,51460.32,36746.47,37034.93,44667.79,52352.17142857143,6974.898497745169,48092.40285714285,7900.463779952691,44899.933333333334,8535.33535860085,6,1,3,-7252.139999999999
2023-03-27,62963.11,59,1359,44208.18,46079.23,46651.34,36067.55,54764.15428571428,7353.160866835574,49257.52928571428,8820.78514578398,45796.452000000005,8976.716097932416,0,0,3,18754.93
2023-03-28,59913.36,63,1400,62963.11,50531.27,44152.38,29801.8,56104.45285714286,7307.9415328935565,50383.313571428575,9119.809263422594,46800.170666666665,8808.491571535213,1,0,3,-3049.75
2023-03-29,51183.31,57,1228,59913.36,51865.55,45818.38,55360.79,56006.99,7378.108533782003,50766.52285714285,9025.465927869258,46660.92133333333,8700.856448032035,2,0,3,-8730.050000000003
2023-03-30,66108.5,78,1490,51183.31,57506.16,38198.6,30812.71,57235.89571428572,8325.066986983471,52760.08714285714,9117.822174382834,47837.44766666667,8868.694014356013,3,0,3,14925.190000000002
2023-03-31,72747.46,70,1535,66108.5,64814.49,39183.89,36334.34,58369.177142857145,9916.51559852337,55157.48499999999,9669.410807443388,49051.21833333334,9693.48932514808,4,0,3,6638.960000000006
2023-04-01,59837.25,59,1390,72747.46,51460.32,56077.38,36540.04,59565.881428571425,9437.707282985337,55426.04714285714,9748.813752769634,49827.792,9589.263427970023,5,1,4,-12910.210000000006
2023-04-02,49962.84,60,1181,59837.25,44208.18,36746.47,47445.13,60387.97571428572,8021.330427505699,56370.07357142858,8338.765967089219,49911.71566666666,9578.703180422335,6,1,4,-9874.410000000003
2023-04-03,69290.11,67,1516,49962.84,62963.11,46079.23,52018.96,61291.83285714286,8688.578950476154,58027.993571428575,8442.107510454363,50487.420666666665,10208.06591966644,0,0,4,19327.270000000004
2023-04-04,56599.58,58,1190,69290.11,59913.36,50531.27,37076.62,60818.43571428571,8864.693457243484,58461.444285714286,8179.28207097538,51138.186,9942.485875949742,1,0,4,-12690.529999999999
2023-04-05,69310.97,74,1407,56599.58,51183.31,51865.55,51686.63,63408.10142857143,8204.06049899567,59707.545714285705,8422.38839489557,51725.664,10482.05874731931,2,0,4,12711.39
2023-04-06,64371.88,65,1403,69310.97,66108.5,57506.16,40779.7,63160.01285714285,8134.756021155394,60197.95428571429,8484.00780154562,52512.07,10517.461230323905,3,0,4,-4939.090000000004
2023-04-07,76437.55,70,1756,64371.88,72747.46,64814.49,49268.81,63687.16857142858,8939.371071981579,61028.17285714286,9480.674414465351,53417.69466666666,11364.187408039366,4,0,4,12065.670000000006
2023-04-08,90104.73,87,1947,76437.55,59837.25,51460.32,51413.74,68011.0942857143,13112.751266881232,63788.487857142856,11818.216245684918,54707.39433333334,13179.426074892805,5,1,4,13667.179999999993
2023-04-09,68091.33,72,1511,90104.73,49962.84,44208.18,46810.06,70600.87857142858,10480.00915397888,65494.427142857145,10414.840922974628,55416.77,13311.760819700688,6,1,4,-22013.399999999994
2023-04-10,58084.5,73,1390,68091.33,69290.11,62963.11,35252.55,69000.07714285715,11518.00918130924,65145.95500000001,10586.258302321552,56177.835,12760.432816981673,0,0,4,-10006.830000000002
2023-04-11,70059.02,72,1599,58084.5,56599.58,59913.36,37034.93,70922.85428571429,10144.429834490224,65870.64499999999,10547.69731297542,57278.638,12473.301408021682,1,0,4,11974.520000000004
2023-04-12,76239.3,80,1660,70059.02,69310.97,51183.31,46651.34,71912.61571428573,10297.78107397715,67660.35857142857,9974.001178595649,58264.903333333335,12770.250792653433,2,0,4,6180.279999999999
2023-04-13,77688.49,78,1691,76239.3,64371.88,66108.5,44152.38,73814.98857142858,9894.700951552182,68487.50071428572,10309.912895320613,59382.77366666667,12958.71858768549,3,0,4,1449.1900000000023
2023-04-14,61254.33,71,1447,77688.49,76437.55,72747.46,45818.38,71645.95714285714,10842.740086177044,67666.56285714287,10401.783540743496,59897.30533333334,12705.538974161796,4,0,4,-16434.160000000003
2023-04-15,77591.55,90,1670,61254.33,90104.73,59837.25,38198.6,69858.36,7933.529370900032,68934.72714285714,10455.966907292954,61210.40366666667,12418.029942990626,5,1,4,16337.220000000001
2023-04-16,71663.59,77,1539,77591.55,68091.33,49962.84,39183.89,70368.68285714286,7915.794170264318,70484.7807142857,8923.310170795436,62293.060333333335,11833.54961577397,6,1,4,-5927.960000000006
2023-04-17,54444.98,58,1172,71663.59,58084.5,69290.11,56077.38,69848.75142857144,8913.750122309972,69424.41428571429,9904.302595001234,62238.647,11866.822567122515,0,0,4,-17218.609999999993
2023-04-18,72170.51,77,1649,54444.98,70059.02,56599.58,36746.47,70150.39285714286,8957.669754552458,70536.62357142857,9202.776599802344,63419.448333333334,10971.412567613548,1,0,4,17725.52999999999
2023-04-19,59931.3,75,1329,72170.51,76239.3,69310.97,46079.23,67820.67857142857,9226.783230058085,69866.64714285715,9630.363706152251,63881.184,10497.738558287245,2,0,4,-12239.209999999992
2023-04-20,71501.81,74,1556,59931.3,77688.49,64371.88,50531.27,66936.86714285714,8381.6301155418,70375.92785714286,9505.14404146925,64580.202000000005,10273.950793316431,3,0,4,11570.509999999995
2023-04-21,71643.69,81,1675,71501.81,61254.33,76437.55,51865.55,68421.06142857143,8123.561048445098,70033.50928571429,9355.144094574493,65239.473333333335,10062.321677524702,4,0,4,141.88000000000466
2023-04-22,93429.74,94,2020,71643.69,77591.55,90104.73,57506.16,70683.66,12257.338902532372,70271.01,9928.52685570447,66436.926,11185.164777163358,5,1,4,21786.050000000003
2023-04-23,71450.41,76,1523,93429.74,71663.59,68091.33,64814.49,70653.20571428572,12254.762967530707,70510.94428571429,9912.37537632369,66658.12333333334,11217.542138301502,6,1,4,-21979.33
2023-04-24,64095.73,78,1507,71450.41,54444.98,58084.5,51460.32,72031.88428571429,10551.965986307736,70940.31785714286,9452.206931012375,67079.30366666667,10858.708795332255,0,0,4,-7354.68
2023-04-25,76013.55,79,1674,64095.73,72170.51,70059.02,44208.18,72580.89,10659.803867087185,71365.64142857144,9543.032910749218,68139.48266666666,10072.92071255377,1,0,4,11917.82
2023-04-26,70860.45,82,1550,76013.55,59931.3,76239.3,62963.11,74142.19714285714,9198.483005127751,70981.43785714285,9439.439764551786,68402.72733333333,10036.103989527095,2,0,4,-5153.100000000006
2023-04-27,76088.98,80,1723,70860.45,71501.81,77688.49,59913.36,74797.50714285714,9142.253901798911,70867.18714285715,9361.37314478149,68941.91466666668,9998.733623766648,3,0,4,5228.529999999999
2023-04-28,67996.56,78,1527,76088.98,71643.69,61254.33,51183.31,74276.48857142856,9450.669600939107,71348.77500000001,8995.06486346021,69502.35633333333,9423.68322124884,4,0,4,-8092.419999999998
2023-04-29,62934.87,73,1397,67996.56,93429.74,77591.55,66108.5,69920.07857142857,5241.311069342693,70301.86928571429,9065.245935295436,69396.56866666667,9480.735900423171,5,1,4,-5061.689999999995
2023-04-30,86216.34,91,1887,62934.87,71450.41,71663.59,72747.46,72029.49714285714,8133.334142633259,71341.35142857143,10017.721456475,69845.53133333333,9952.084262535524,6,1,4,23281.469999999994
2023-05-01,78823.57,80,1734,86216.34,64095.73,54444.98,59837.25,74133.47428571428,7628.176626186332,73082.67928571429,8912.639127179398,70478.40866666667,9897.228670573795,0,0,5,-7392.7699999999895
2023-05-02,81006.53,91,1770,78823.57,76013.55,72170.51,49962.84,74846.75714285714,8054.784033541234,73713.82357142857,9152.701679967791,71513.19833333333,9282.033102268582,1,0,5,2182.959999999992
2023-05-03,92461.25,88,1980,81006.53,70860.45,59931.3,69290.11,77932.58571428571,10140.682284190534,76037.39142857143,9506.91173683474,72285.56966666668,10024.986094119797,2,0,5,11454.720000000001
2023-05-04,81722.99,89,1720,92461.25,76088.98,71501.81,56599.58,78737.44428571429,10193.415558689305,76767.47571428571,9524.26063900594,73123.01666666666,9713.987685420503,3,0,5,-10738.259999999995
2023-05-05,100440.43,102,2040,81722.99,67996.56,71643.69,69310.97,83372.28285714285,11752.412646670671,78824.3857142857,11280.25269578702,74160.66533333334,10884.809209983989,4,0,5,18717.439999999988
2023-05-06,94065.53,93,2045,100440.43,62934.87,93429.74,64371.88,87819.52,8030.436692536379,78869.79928571428,11344.671888270464,75150.45366666667,11305.9123460905,5,1,5,-6374.899999999994
2023-05-07,82590.87,94,1866,94065.53,86216.34,71450.41,76437.55,87301.59571428572,8264.566499893577,79665.54642857143,11173.645448641511,75355.56433333334,11385.603480774951,6,1,5,-11474.660000000003
2023-05-08,89216.51,96,1980,82590.87,78823.57,64095.73,90104.73,88786.30142857143,7373.125478048572,81459.88785714285,10476.277411395236,75325.957,11347.01641038295,0,0,5,6625.639999999999
2023-05-09,78012.98,82,1814,89216.51,81006.53,76013.55,68091.33,88358.65142857144,7962.802012642845,81602.70428571428,10409.73684540044,75656.67866666666,11273.232901139692,1,0,5,-11203.529999999999
2023-05-10,86577.63,92,1859,78012.98,92461.25,70860.45,58084.5,87518.13428571429,7765.658741900983,82725.36,10001.626607171287,76606.44966666667,10936.98468754996,2,0,5,8564.650000000009
2023-05-11,90394.66,97,2101,86577.63,81722.99,76088.98,70059.02,88756.94428571429,7368.637205005864,83747.19428571429,10002.236445845272,77284.30433333333,11145.39132850204,3,0,5,3817.029999999999
2023-05-12,79366.63,87,1933,90394.66,100440.43,67996.56,76239.3,85746.40142857144,5972.317688576351,84559.34214285715,9040.31239255436,77388.54866666668,11149.904480482171,4,0,5,-11028.029999999999
2023-05-13,108852.05,112,2372,79366.63,94065.53,62934.87,77688.49,87858.76142857142,10387.814285425122,87839.14071428574,8920.04218781804,78427.334,12543.41485440178,5,1,5,29485.42
2023-05-14,78330.89,95,1765,108852.05,82590.87,86216.34,61254.33,87250.19285714286,10861.838991657522,87275.89428571428,9272.394438742707,78996.55266666667,12117.467256169495,6,1,5,-30521.160000000003
2023-05-15,85174.45,90,1893,78330.89,89216.51,78823.57,77591.55,86672.75571428573,10847.31570027948,87729.52857142857,8977.742510066755,79249.316,12166.138809336671,0,0,5,6843.559999999998
2023-05-16,70739.8,81,1559,85174.45,78012.98,81006.53,71663.59,85633.73,12091.980046958162,86996.19071428571,9937.192657513786,79218.523,12187.15158604382,1,0,5,-14434.649999999994
2023-05-17,90096.45,97,2024,70739.8,86577.63,92461.25,54444.98,86136.41857142858,12210.323096501115,86827.27642857142,9856.925168095018,80406.90533333333,11401.008024995312,2,0,5,19356.649999999994
2023-05-18,75525.89,83,1728,90096.45,90394.66,81722.99,72170.51,84012.30857142856,12632.100209269043,86384.62642857143,10235.650773909052,80518.75133333333,11333.680889065698,3,0,5,-14570.559999999998
2023-05-19,118674.04,112,2577,75525.89,79366.63,100440.43,59931.3,89627.65285714285,17872.45734964721,87687.02714285713,12959.357344021852,82476.84266666666,12651.940839396462,4,0,5,43148.149999999994
2023-05-20,100087.09,97,2045,118674.04,108852.05,94065.53,71501.81,88375.5157142857,16559.97100519392,88117.13857142857,13283.218372759426,83429.68533333334,12871.39142304012,5,1,5,-18586.949999999997
2023-05-21,102032.69,105,2111,100087.09,78330.89,82590.87,71643.69,91761.48714285714,16586.973424356005,89505.84,13671.628732043842,84442.65199999999,13105.523776697006,6,1,5,1945.6000000000058
2023-05-22,53013.56,73,1204,102032.69,85174.45,89216.51,93429.74,87167.07428571429,22214.92935436054,86919.91500000001,16797.11351736856,83095.446,14182.86849472009,0,0,5,-49019.130000000005
2023-05-23,100748.72,105,2261,53013.56,70739.8,78012.98,71450.41,91454.06285714284,21396.9483029892,88543.89642857143,16967.93181225357,84072.05633333333,14360.95903842916,1,0,5,47735.16
2023-05-24,105181.13,112,2398,100748.72,90096.45,86577.63,64095.73,93609.01714285716,21988.85643511563,89872.71785714287,17521.524866913845,85441.56966666666,14349.275561172446,2,0,5,4432.4100000000035
2023-05-25,77662.31999999999,89,1700,105181.13,75525.89,90394.66,76013.55,93914.22142857144,21709.078204190293,88963.265,17820.238638742612,85496.52866666667,14315.03685010278,3,0,5,-27518.810000000012
2023-05-26,96814.36,100,2104,77662.31999999999,118674.04,79366.63,70860.45,90791.41,18950.82666784579,90209.53142857144,17707.216121519454,86361.659,14183.663639745278,4,0,5,19152.040000000008
2023-05-27,99813.86,103,2210,96814.36,100087.09,108852.05,76088.98,90752.37714285716,18928.757930553507,89563.94642857143,17130.620907502558,87152.48833333333,14252.385837769689,5,1,5,2999.5
2023-05-28,109342.01,117,2310,99813.86,102032.69,78330.89,67996.56,91796.56571428572,19834.666386407003,91779.02642857142,17565.819902504132,88530.66999999998,14334.944403251056,6,1,5,9528.149999999994
2023-05-29,80865.14,96,2011,109342.01,53013.56,85174.45,62934.87,95775.36285714286,12007.238739922395,91471.21857142856,17727.46765444427,89128.34566666668,13585.14298371291,0,0,5,-28476.869999999995
2023-05-30,108148.97,106,2419,80865.14,100748.72,70739.8,86216.34,96832.54142857144,12816.59848059736,94143.30214285714,17172.91174375292,89859.43333333333,14006.64483254451,1,0,5,27283.83
